nomeSistema,class,jdeodorant,decor,organic
checkstyle,com.puppycrawl.tools.checkstyle.ComplexityOverflow.provokeNpathIntegerOverflow,0,1,1
checkstyle,com.puppycrawl.tools.checkstyle.checks.usage.transmogrify.Resolver.resolveExpression,0,1,1
corenlp,edu.stanford.nlp.classify.ColumnDataClassifier.makeDatum,0,1,1
corenlp,edu.stanford.nlp.classify.ColumnDataClassifier.setProperties,0,1,1
corenlp,edu.stanford.nlp.dcoref.MUCMentionExtractor.nextDoc,0,1,1
corenlp,edu.stanford.nlp.dcoref.SieveCoreferenceSystem.runAndScoreCoref,0,1,1
corenlp,edu.stanford.nlp.dcoref.SieveCoreferenceSystem.optimizeSieveOrdering,0,1,1
corenlp,edu.stanford.nlp.ie.crf.CRFClassifier.makeAnswerArraysAndTagIndex,0,1,1
corenlp,edu.stanford.nlp.ie.crf.CRFClassifier.train,0,1,1
corenlp,edu.stanford.nlp.ie.crf.CRFClassifier.trainWeights,0,1,1
corenlp,edu.stanford.nlp.ie.crf.CRFClassifier.loadTextClassifier,0,1,1
corenlp,edu.stanford.nlp.ie.crf.CRFClassifier.main,0,1,1
corenlp,edu.stanford.nlp.ie.crf.CRFClassifierNonlinear.loadTextClassifier,0,1,1
corenlp,edu.stanford.nlp.ie.crf.CRFLogConditionalObjectiveFunctionForLOP.calculate,0,1,1
corenlp,edu.stanford.nlp.ie.crf.CRFLogConditionalObjectiveFunctionWithDropout.expectedCountsAndValueForADoc,0,1,1
corenlp,edu.stanford.nlp.ie.crf.CRFLogConditionalObjectiveFunctionWithDropout.getDropoutPrior,0,1,1
corenlp,edu.stanford.nlp.ie.crf.CRFNonLinearLogConditionalObjectiveFunction.calculate,0,1,1
corenlp,edu.stanford.nlp.ie.crf.CRFNonLinearSecondOrderLogConditionalObjectiveFunction.calculate,0,1,1
corenlp,edu.stanford.nlp.ie.crf.NERGUI.extract,0,1,1
corenlp,edu.stanford.nlp.ie.ChineseMorphFeatureSets.getFeatures,0,1,1
corenlp,edu.stanford.nlp.ie.EmpiricalNERPrior.scoreOf,0,1,1
corenlp,edu.stanford.nlp.ie.EntityCachingAbstractSequencePrior.updateSequenceElement,0,1,1
corenlp,edu.stanford.nlp.ie.EntityCachingAbstractSequencePriorBIO.updateSequenceElement,0,1,1
corenlp,edu.stanford.nlp.ie.NERFeatureFactory.featuresC,0,1,1
corenlp,edu.stanford.nlp.ie.NERFeatureFactory.featuresCpC,0,1,1
corenlp,edu.stanford.nlp.ie.NumberNormalizer.findNumbers,0,1,1
corenlp,edu.stanford.nlp.ie.QuantifiableEntityNormalizer.normalizedNumberStringQuiet,0,1,1
corenlp,edu.stanford.nlp.ie.QuantifiableEntityNormalizer.processEntity,0,1,1
corenlp,edu.stanford.nlp.international.french.FrenchMorphoFeatureSpecification.strToFeatures,0,1,1
corenlp,edu.stanford.nlp.ling.CoreLabel.toString,0,1,1
corenlp,edu.stanford.nlp.ling.tokensregex.TokenSequenceMatcherITest.testTokenSequenceMatcherNumber,0,1,1
corenlp,edu.stanford.nlp.ling.tokensregex.PhraseTable.addPhrase,0,1,1
corenlp,edu.stanford.nlp.naturalli.OperatorScopeITest.fracasSentencesWithProperNouns,0,1,1
corenlp,edu.stanford.nlp.naturalli.ClauseSplitter.train,0,1,1
corenlp,edu.stanford.nlp.naturalli.ClauseSplitterSearchProblem.search,0,1,1
corenlp,edu.stanford.nlp.naturalli.ForwardEntailerSearchProblem.searchImplementation,0,1,1
corenlp,edu.stanford.nlp.naturalli.OpenIE.main,0,1,1
corenlp,edu.stanford.nlp.naturalli.Polarity.project,0,1,1
corenlp,edu.stanford.nlp.naturalli.QuestionToStatementTranslator.postProcess,0,1,1
corenlp,edu.stanford.nlp.naturalli.RelationTripleSegmenter.extract,0,1,1
corenlp,edu.stanford.nlp.naturalli.RelationTripleSegmenter.segmentVerb,0,1,1
corenlp,edu.stanford.nlp.naturalli.Util.cleanTree,0,1,1
corenlp,edu.stanford.nlp.neural.ConvertModels.main,0,1,1
corenlp,edu.stanford.nlp.parser.dvparser.DVModel.readWordVectors,0,1,1
corenlp,edu.stanford.nlp.parser.dvparser.DVParser.main,0,1,1
corenlp,edu.stanford.nlp.parser.dvparser.FindNearestNeighbors.main,0,1,1
corenlp,edu.stanford.nlp.parser.lexparser.ArabicUnknownWordModel.getSignature,0,1,1
corenlp,edu.stanford.nlp.parser.lexparser.BiLexPCFGParser.parse,0,1,1
corenlp,edu.stanford.nlp.parser.lexparser.ChineseCharacterBasedLexiconTraining.main,0,1,1
corenlp,edu.stanford.nlp.parser.lexparser.ChineseLexiconAndWordSegmenter.main,0,1,1
corenlp,edu.stanford.nlp.parser.lexparser.ChineseSimWordAvgDepGrammar.probTBwithSimWords,0,1,1
corenlp,edu.stanford.nlp.parser.lexparser.ChineseTreebankParserParams.transformTree,0,1,1
corenlp,edu.stanford.nlp.parser.lexparser.ChineseTreebankParserParams.setOptionFlag,0,1,1
corenlp,edu.stanford.nlp.parser.lexparser.EnglishTreebankParserParams.transformTree,0,1,1
corenlp,edu.stanford.nlp.parser.lexparser.EnglishTreebankParserParams.setOptionFlag,0,1,1
corenlp,edu.stanford.nlp.parser.lexparser.ExhaustiveDependencyParser.parse,0,1,1
corenlp,edu.stanford.nlp.parser.lexparser.ExhaustivePCFGParser.parse,0,1,1
corenlp,edu.stanford.nlp.parser.lexparser.ExhaustivePCFGParser.doOutsideScores,0,1,1
corenlp,edu.stanford.nlp.parser.lexparser.ExhaustivePCFGParser.doInsideChartCell,0,1,1
corenlp,edu.stanford.nlp.parser.lexparser.ExhaustivePCFGParser.initializeChart,0,1,1
corenlp,edu.stanford.nlp.parser.lexparser.ExhaustivePCFGParser.extractBestParse,0,1,1
corenlp,edu.stanford.nlp.parser.lexparser.FactoredParser.main,0,1,1
corenlp,edu.stanford.nlp.parser.lexparser.FrenchTreebankParserParams.initializeAnnotationPatterns,0,1,1
corenlp,edu.stanford.nlp.parser.lexparser.GrammarCompactionTester.runTest,0,1,1
corenlp,edu.stanford.nlp.parser.lexparser.IterativeCKYPCFGParser.doInsideScoresHelper,0,1,1
corenlp,edu.stanford.nlp.parser.lexparser.LexicalizedParser.getParserFromTreebank,0,1,1
corenlp,edu.stanford.nlp.parser.lexparser.LexicalizedParser.main,0,1,1
corenlp,edu.stanford.nlp.parser.lexparser.LexicalizedParserQuery.parseInternal,0,1,1
corenlp,edu.stanford.nlp.parser.lexparser.MLEDependencyGrammar.tune,0,1,1
corenlp,edu.stanford.nlp.parser.lexparser.MLEDependencyGrammar.probTB,0,1,1
corenlp,edu.stanford.nlp.parser.lexparser.Options.setOptionFlag,0,1,1
corenlp,edu.stanford.nlp.parser.lexparser.ParentAnnotationStats.printStats,0,1,1
corenlp,edu.stanford.nlp.parser.lexparser.ParseFiles.parseFiles,0,1,1
corenlp,edu.stanford.nlp.parser.lexparser.SisterAnnotationStats.printStats,0,1,1
corenlp,edu.stanford.nlp.parser.lexparser.SplittingGrammarExtractor.mergeTransitions,0,1,1
corenlp,edu.stanford.nlp.parser.lexparser.TreeAnnotator.transformTreeHelper,0,1,1
corenlp,edu.stanford.nlp.parser.nndep.DependencyParser.setupClassifierForTraining,0,1,1
corenlp,edu.stanford.nlp.parser.shiftreduce.PerceptronModel.trainTree,0,1,1
corenlp,edu.stanford.nlp.parser.shiftreduce.PerceptronModel.trainModel,0,1,1
corenlp,edu.stanford.nlp.parser.shiftreduce.ShiftReduceOptions.setOptionFlag,0,1,1
corenlp,edu.stanford.nlp.patterns.ConstantsAndVariables.setUp,0,1,1
corenlp,edu.stanford.nlp.patterns.GetPatternsFromDataMultiClass.setUpConstructor,0,1,1
corenlp,edu.stanford.nlp.patterns.GetPatternsFromDataMultiClass.getPatterns,0,1,1
corenlp,edu.stanford.nlp.patterns.GetPatternsFromDataMultiClass.iterateExtractApply,0,1,1
corenlp,edu.stanford.nlp.patterns.GetPatternsFromDataMultiClass.processSents,0,1,1
corenlp,edu.stanford.nlp.patterns.ScorePatternsRatioModifiedFreq.convert2OneDim,0,1,1
corenlp,edu.stanford.nlp.patterns.ScorePhrases.learnNewPhrasesPrivate,0,1,1
corenlp,edu.stanford.nlp.patterns.ScorePhrasesAverageFeatures.scorePhrases,0,1,1
corenlp,edu.stanford.nlp.patterns.ScorePhrasesLearnFeatWt.choosedatums,0,1,1
corenlp,edu.stanford.nlp.pipeline.ProtobufAnnotationSerializerSlowITest.sameAsRead,0,1,1
corenlp,edu.stanford.nlp.pipeline.ChunkAnnotationUtils.fixChunkSentenceBoundaries,0,1,1
corenlp,edu.stanford.nlp.pipeline.CleanXmlAnnotator.process,0,1,1
corenlp,edu.stanford.nlp.pipeline.CoNLLUReader.convertCoNLLUSentenceToCoreMap,0,1,1
corenlp,edu.stanford.nlp.pipeline.JSONOutputter.print,0,1,1
corenlp,edu.stanford.nlp.pipeline.KBPAnnotator.annotate,0,1,1
corenlp,edu.stanford.nlp.pipeline.ProtobufAnnotationSerializer.toProtoBuilder,0,1,1
corenlp,edu.stanford.nlp.pipeline.ProtobufAnnotationSerializer.fromProto,0,1,1
corenlp,edu.stanford.nlp.pipeline.QuoteAnnotator.recursiveQuotes,0,1,1
corenlp,edu.stanford.nlp.pipeline.StanfordCoreNLP.processFiles,0,1,1
corenlp,edu.stanford.nlp.pipeline.TextOutputter.print,0,1,1
corenlp,edu.stanford.nlp.pipeline.TokensRegexNERAnnotator.readEntries,0,1,1
corenlp,edu.stanford.nlp.pipeline.WordsToSentencesAnnotator.annotate,0,1,1
corenlp,edu.stanford.nlp.pipeline.XMLOutputter.annotationToDoc,0,1,1
corenlp,edu.stanford.nlp.process.DocumentPreprocessor.main,0,1,1
corenlp,edu.stanford.nlp.process.Morpha.next,0,1,1
corenlp,edu.stanford.nlp.process.PTB2TextLexer.next,0,1,1
corenlp,edu.stanford.nlp.process.PTBLexer.PTBLexer,0,1,1
corenlp,edu.stanford.nlp.process.PTBLexer.next,0,1,1
corenlp,edu.stanford.nlp.process.Stemmer.step3,0,1,1
corenlp,edu.stanford.nlp.process.TSVSentenceIterator.toCoreMap,0,1,1
corenlp,edu.stanford.nlp.process.WordShapeClassifier.wordShapeChris1,0,1,1
corenlp,edu.stanford.nlp.process.WordToSentenceProcessor.wordsToSentences,0,1,1
corenlp,edu.stanford.nlp.scenegraph.RuleBasedParser.parse,0,1,1
corenlp,edu.stanford.nlp.scenegraph.SemanticGraphEnhancer.resolvePlurals,0,1,1
corenlp,edu.stanford.nlp.semgraph.semgrex.SemgrexParser.Relation,0,1,1
corenlp,edu.stanford.nlp.semgraph.semgrex.SemgrexParserTokenManager.jjMoveNfa_0,0,1,1
corenlp,edu.stanford.nlp.sentiment.ReadSentimentDataset.main,0,1,1
corenlp,edu.stanford.nlp.sentiment.RNNOptions.setOption,0,1,1
corenlp,edu.stanford.nlp.sentiment.SentimentPipeline.main,0,1,1
corenlp,edu.stanford.nlp.simple.SentenceAlgorithms.keyphraseSpans,0,1,1
corenlp,edu.stanford.nlp.tagger.maxent.ExtractorFrames.getExtractorFrames,0,1,1
corenlp,edu.stanford.nlp.tagger.maxent.ExtractorFramesRare.getExtractorFramesRare,0,1,1
corenlp,edu.stanford.nlp.tagger.maxent.TaggerConfig.printGenProps,0,1,1
corenlp,edu.stanford.nlp.tagger.maxent.TaggerExperiments.getFeaturesNew,0,1,1
corenlp,edu.stanford.nlp.tagger.maxent.TTags.TTags,0,1,1
corenlp,edu.stanford.nlp.time.GenericTimeExpressionPatterns.initEnv,0,1,1
corenlp,edu.stanford.nlp.time.JodaTimeUtils.timexDateValue,0,1,1
corenlp,edu.stanford.nlp.time.SUTimeMain.processTempEval2Doc,0,1,1
corenlp,edu.stanford.nlp.time.TimeFormatter.parsePatternTo,0,1,1
corenlp,edu.stanford.nlp.time.Timex.getRange,0,1,1
corenlp,edu.stanford.nlp.util.ArgumentParser.fillOptionsImpl,0,1,1
corenlp,edu.stanford.nlp.util.MetaClass.cast,0,1,1
corenlp,edu.stanford.nlp.util.XMLUtils.translate,0,1,1
corenlp,edu.stanford.nlp.coref.data.DocumentPreprocessor.processDiscourse,0,1,1
corenlp,edu.stanford.nlp.coref.data.Mention.equals,0,1,1
corenlp,edu.stanford.nlp.coref.hybrid.sieve.DeterministicCorefSieve.coreferent,0,1,1
corenlp,edu.stanford.nlp.coref.hybrid.sieve.RFSieve.extractDatum,0,1,1
corenlp,edu.stanford.nlp.coref.statistical.FeatureExtractor.getFeatures,0,1,1
corenlp,edu.stanford.nlp.coref.statistical.PairwiseModelTrainer.trainRanking,0,1,1
corenlp,edu.stanford.nlp.dcoref.sievepasses.DeterministicCorefSieve.coreferent,0,1,1
corenlp,edu.stanford.nlp.fsm.DFSAMinimizer.unweightedMinimize,0,1,1
corenlp,edu.stanford.nlp.fsm.DFSAMinimizer.unweightedMinimizeOld,0,1,1
corenlp,edu.stanford.nlp.graph.DirectedMultiGraphTest.testNeighbors,0,1,1
corenlp,edu.stanford.nlp.ie.machinereading.BasicRelationFeatureFactory.addFeatures,0,1,1
corenlp,edu.stanford.nlp.ie.machinereading.BasicRelationFeatureFactory.addDependencyPathFeatures,0,1,1
corenlp,edu.stanford.nlp.ie.machinereading.MachineReading.train,0,1,1
corenlp,edu.stanford.nlp.ie.ner.CMMClassifier.classifySeq,0,1,1
corenlp,edu.stanford.nlp.ie.regexp.NumberSequenceClassifier.classifyOld,0,1,1
corenlp,edu.stanford.nlp.international.arabic.process.ArabicLexer.setupNormalizationMap,0,1,1
corenlp,edu.stanford.nlp.international.arabic.process.ArabicLexer.next,0,1,1
corenlp,edu.stanford.nlp.international.french.process.FrenchLexer.next,0,1,1
corenlp,edu.stanford.nlp.international.french.scripts.FrenchTreebankUDUpdater.main,0,1,1
corenlp,edu.stanford.nlp.international.spanish.process.SpanishLexer.next,0,1,1
corenlp,edu.stanford.nlp.ling.tokensregex.parser.TokenSequenceParser.SeqRegexBasic,0,1,1
corenlp,edu.stanford.nlp.ling.tokensregex.parser.TokenSequenceParser.CoreMapNode,0,1,1
corenlp,edu.stanford.nlp.ling.tokensregex.parser.TokenSequenceParser.jj_rescan_token,0,1,1
corenlp,edu.stanford.nlp.ling.tokensregex.parser.TokenSequenceParserTokenManager.jjMoveNfa_0,0,1,1
corenlp,edu.stanford.nlp.loglinear.inference.CliqueTree.messagePassing,0,1,1
corenlp,edu.stanford.nlp.loglinear.inference.CliqueTreeTest.checkMarginalsAgainstBruteForce,0,1,1
corenlp,edu.stanford.nlp.loglinear.model.ConcatVector.addVectorInPlace,0,1,1
corenlp,edu.stanford.nlp.optimization.CGMinimizer.dbrent,0,1,1
corenlp,edu.stanford.nlp.optimization.QNMinimizer.minimize,0,1,1
corenlp,edu.stanford.nlp.optimization.QNMinimizer.lineSearchMinPack,0,1,1
corenlp,edu.stanford.nlp.optimization.QNMinimizer.getStep,0,1,1
corenlp,edu.stanford.nlp.optimization.SGDWithAdaGradAndFOBOS.minimize,0,1,1
corenlp,edu.stanford.nlp.optimization.StochasticMinimizer.minimize,0,1,1
corenlp,edu.stanford.nlp.parser.eval.TreebankFactoredLexiconStats.main,0,1,1
corenlp,edu.stanford.nlp.parser.metrics.EvaluateTreebank.EvaluateTreebank,0,1,1
corenlp,edu.stanford.nlp.parser.metrics.EvaluateTreebank.processResults,0,1,1
corenlp,edu.stanford.nlp.parser.metrics.EvaluateTreebank.testOnTreebank,0,1,1
corenlp,edu.stanford.nlp.parser.tools.ParseAndSetLabels.main,0,1,1
corenlp,edu.stanford.nlp.parser.ui.ParserPanel.initComponents,0,1,1
corenlp,edu.stanford.nlp.patterns.surface.SurfacePatternFactory.getContext,0,1,1
corenlp,edu.stanford.nlp.process.stattok.StatTokSentTrainer.fileToTrainSet,0,1,1
corenlp,edu.stanford.nlp.quoteattribution.Sieves.training.SupervisedSieveTraining.featurize,0,1,1
corenlp,edu.stanford.nlp.sequences.IOBUtils.entitySubclassify,0,1,1
corenlp,edu.stanford.nlp.sequences.KBestSequenceFinder.kBestSequences,0,1,1
corenlp,edu.stanford.nlp.sequences.SeqClassifierFlags.setProperties,0,1,1
corenlp,edu.stanford.nlp.stats.Counters.fromMap,0,1,1
corenlp,edu.stanford.nlp.stats.CounterTestBase.testClassicCounterHistoricalMain,0,1,1
corenlp,edu.stanford.nlp.trees.CoordinationTransformer.transformCC,0,1,1
corenlp,edu.stanford.nlp.trees.EnglishGrammaticalStructure.collapsePrepAndPoss,0,1,1
corenlp,edu.stanford.nlp.trees.EnglishGrammaticalStructure.collapse3WP,0,1,1
corenlp,edu.stanford.nlp.trees.GrammaticalStructureConversionUtils.convertTrees,0,1,1
corenlp,edu.stanford.nlp.trees.NPTmpRetainingTreeNormalizer.normalizeWholeTree,0,1,1
corenlp,edu.stanford.nlp.trees.Treebank.textualSummary,0,1,1
corenlp,edu.stanford.nlp.trees.Treebanks.main,0,1,1
corenlp,edu.stanford.nlp.trees.TreePrint.printTreeInternal,0,1,1
corenlp,edu.stanford.nlp.trees.UniversalSemanticHeadFinder.determineNonTrivialHead,0,1,1
corenlp,edu.stanford.nlp.trees.international.negra.NegraLexer.yylex,0,1,1
corenlp,edu.stanford.nlp.trees.international.pennchinese.CTBErrorCorrectingTreeNormalizer.normalizeWholeTree,0,1,1
corenlp,edu.stanford.nlp.trees.tregex.DescriptionPattern.DescriptionPattern,0,1,1
corenlp,edu.stanford.nlp.trees.tregex.TregexParser.Description,0,1,1
corenlp,edu.stanford.nlp.trees.tregex.TregexParser.Relation,0,1,1
corenlp,edu.stanford.nlp.trees.tregex.TregexParserTokenManager.jjMoveNfa_0,0,1,1
corenlp,edu.stanford.nlp.trees.tregex.TregexPattern.main,0,1,1
corenlp,edu.stanford.nlp.trees.tregex.gui.PreferencesPanel.PreferencesPanel,0,1,1
corenlp,edu.stanford.nlp.trees.tregex.tsurgeon.TsurgeonParser.Root,0,1,1
corenlp,edu.stanford.nlp.trees.tregex.tsurgeon.TsurgeonParser.Operation,0,1,1
corenlp,edu.stanford.nlp.trees.tregex.tsurgeon.TsurgeonParserTokenManager.jjMoveNfa_0,0,1,1
corenlp,edu.stanford.nlp.util.logging.OutputHandler.handle,0,1,1
corenlp,edu.stanford.nlp.util.logging.Redwood.main,0,1,1
corenlp,edu.stanford.nlp.wordseg.ChineseSegmenterFeatureFactory.featuresCpC,0,1,1
corenlp,edu.stanford.nlp.wordseg.Gale2007ChineseSegmenterFeatureFactory.featuresCpC,0,1,1
dbeaver,org.jkiss.dbeaver.tools.compare.simple.CompareObjectsExecutor.compareChildren,1,0,1
dbeaver,org.jkiss.dbeaver.tools.compare.simple.CompareReportRenderer.renderReport,1,0,1
dbeaver,org.jkiss.dbeaver.tools.compare.simple.CompareObjectsExecutor.compareProperties,1,0,1
dbeaver,org.jkiss.dbeaver.tools.compare.simple.CompareReportRenderer.renderBody,1,1,1
dbeaver,org.jkiss.dbeaver.tools.compare.simple.ui.CompareObjectsPageSettings.createControl,1,0,1
dbeaver,org.jkiss.dbeaver.tools.compare.simple.ui.CompareObjectsHandler.execute,1,0,1
dbeaver,org.jkiss.dbeaver.ui.views.BaseBrowserView.createBrowser,1,0,1
dbeaver,org.jkiss.dbeaver.tools.project.ProjectImportWizard.importDriver,1,1,1
dbeaver,org.jkiss.dbeaver.ui.e4.DBeaverStackRenderer.populateFileMenu,1,0,1
dbeaver,org.jkiss.dbeaver.tools.project.ProjectExportWizardPage.createControl,1,0,1
dbeaver,org.jkiss.dbeaver.tools.scripts.ScriptsExportWizardPage.createControl,1,0,1
dbeaver,org.jkiss.dbeaver.tools.scripts.ScriptsImportWizard.importScripts,1,0,1
dbeaver,org.jkiss.dbeaver.tools.scripts.ScriptsImportWizardPage.createControl,1,0,1
dbeaver,org.jkiss.dbeaver.ui.dialogs.connection.ConnectionPageNetwork.activatePage,1,0,1
dbeaver,org.jkiss.dbeaver.ui.dialogs.connection.ConnectionPageShellCommands.createControl,1,0,1
dbeaver,org.jkiss.dbeaver.ui.dialogs.connection.EditBootstrapQueriesDialog.createDialogArea,1,0,1
dbeaver,org.jkiss.dbeaver.ui.preferences.PrefPageProjectNetworkProfiles.createContents,1,1,1
dbeaver,org.jkiss.dbeaver.ui.actions.ModelPropertyTester.test,1,0,1
dbeaver,org.jkiss.dbeaver.ui.actions.common.AddBookmarkHandler.AddBookmarkDialog.createDialogArea,1,0,1
dbeaver,org.jkiss.dbeaver.ui.actions.datasource.DataSourceTransactionModeContributor.fillContributionItems,1,0,1
dbeaver,org.jkiss.dbeaver.ui.actions.DataSourcePropertyTester.test,1,0,1
dbeaver,org.jkiss.dbeaver.ui.dialogs.connection.ConnectionPageGeneral.createControl,1,1,1
dbeaver,org.jkiss.dbeaver.ui.controls.txn.TransactionMonitorToolbar.MonitorPanel.paint,1,0,1
dbeaver,org.jkiss.dbeaver.registry.DataSourceDescriptorManager.createNewObject,1,0,1
dbeaver,org.jkiss.dbeaver.ui.dialogs.connection.EditConnectionWizard.addPages,1,0,1
dbeaver,org.jkiss.dbeaver.tools.project.ProjectImportWizard.importChildResources,1,0,1
dbeaver,org.jkiss.dbeaver.ui.dialogs.connection.ConnectionPageNetwork.createHandlerTab,1,0,1
dbeaver,org.jkiss.dbeaver.ui.preferences.PrefPageProjectNetworkProfiles.createHandlerTab,1,0,1
dbeaver,org.jkiss.dbeaver.ui.preferences.PrefPageConnectionTypes.performOk,1,0,1
dbeaver,org.jkiss.dbeaver.tools.project.ProjectImportWizardPageFile.createControl,1,0,1
dbeaver,org.jkiss.dbeaver.ui.actions.datasource.DataSourceAutoCommitHandler.updateElement,1,0,1
dbeaver,org.jkiss.dbeaver.ui.actions.common.NavigateBookmarkHandler.execute,1,0,1
dbeaver,org.jkiss.dbeaver.data.console.ConsoleTextPresentation.scrollToRow,1,0,1
dbeaver,org.jkiss.dbeaver.data.console.ConsoleTextPresentation.printGrid,1,1,1
